"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Bolton","E08000001","Upper tier local authority","2020-03-11",2,5
"Brent","E09000005","Upper tier local authority","2020-03-11",10,20
"Bromley","E09000006","Upper tier local authority","2020-03-11",5,10
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-11",4,18
"Calderdale","E08000033","Upper tier local authority","2020-03-11",2,3
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-11",1,6
"Camden","E09000007","Upper tier local authority","2020-03-11",10,20
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-11",1,3
"Cheshire East","E06000049","Upper tier local authority","2020-03-11",1,2
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-11",2,5
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-11",1,8
"Coventry","E08000026","Upper tier local authority","2020-03-11",2,5
"Croydon","E09000008","Upper tier local authority","2020-03-11",5,7
"Cumbria","E10000006","Upper tier local authority","2020-03-11",3,12
"Derby","E06000015","Upper tier local authority","2020-03-11",2,5
"Derbyshire","E10000007","Upper tier local authority","2020-03-11",6,19
"Devon","E10000008","Upper tier local authority","2020-03-11",1,22
"Dorset","E06000059","Upper tier local authority","2020-03-11",1,2
"Ealing","E09000009","Upper tier local authority","2020-03-11",10,24
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-11",2,4
"East Sussex","E10000011","Upper tier local authority","2020-03-11",3,3
"Enfield","E09000010","Upper tier local authority","2020-03-11",2,10
"Essex","E10000012","Upper tier local authority","2020-03-11",3,11
"Gloucestershire","E10000013","Upper tier local authority","2020-03-11",2,7
"Greenwich","E09000011","Upper tier local authority","2020-03-11",4,8
"Hackney","E09000012","Upper tier local authority","2020-03-11",8,14
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-11",11,20
"Hampshire","E10000014","Upper tier local authority","2020-03-11",9,28
"Haringey","E09000014","Upper tier local authority","2020-03-11",6,12
"Harrow","E09000015","Upper tier local authority","2020-03-11",5,12
"Havering","E09000016","Upper tier local authority","2020-03-11",2,5
"Hertfordshire","E10000015","Upper tier local authority","2020-03-11",6,31
"Hillingdon","E09000017","Upper tier local authority","2020-03-11",3,11
"Hounslow","E09000018","Upper tier local authority","2020-03-11",6,12
"Islington","E09000019","Upper tier local authority","2020-03-11",2,6
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-11",10,43
"Kent","E10000016","Upper tier local authority","2020-03-11",3,16
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-11",1,3
"Kirklees","E08000034","Upper tier local authority","2020-03-11",1,3
"Lambeth","E09000022","Upper tier local authority","2020-03-11",14,29
"Lancashire","E10000017","Upper tier local authority","2020-03-11",2,7
"Leeds","E08000035","Upper tier local authority","2020-03-11",3,11
"Leicester","E06000016","Upper tier local authority","2020-03-11",1,1
"Leicestershire","E10000018","Upper tier local authority","2020-03-11",4,11
"Lewisham","E09000023","Upper tier local authority","2020-03-11",5,9
"Lincolnshire","E10000019","Upper tier local authority","2020-03-11",2,9
"Manchester","E08000003","Upper tier local authority","2020-03-11",1,8
"Medway","E06000035","Upper tier local authority","2020-03-11",4,7
"Merton","E09000024","Upper tier local authority","2020-03-11",7,17
"Newham","E09000025","Upper tier local authority","2020-03-11",3,5
"Norfolk","E10000020","Upper tier local authority","2020-03-11",1,2
"North Somerset","E06000024","Upper tier local authority","2020-03-11",5,6
"Northamptonshire","E10000021","Upper tier local authority","2020-03-11",4,12
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-11",6,15
"Oxfordshire","E10000025","Upper tier local authority","2020-03-11",5,23
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-11",1,3
"Rochdale","E08000005","Upper tier local authority","2020-03-11",1,3
"Sandwell","E08000028","Upper tier local authority","2020-03-11",2,2
"Shropshire","E06000051","Upper tier local authority","2020-03-11",7,12
"Slough","E06000039","Upper tier local authority","2020-03-11",5,10
"Solihull","E08000029","Upper tier local authority","2020-03-11",1,1
"Somerset","E10000027","Upper tier local authority","2020-03-11",2,5
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-11",3,6
"Southwark","E09000028","Upper tier local authority","2020-03-11",11,35
"St. Helens","E08000013","Upper tier local authority","2020-03-11",1,1
"Staffordshire","E10000028","Upper tier local authority","2020-03-11",1,7
"Stockport","E08000007","Upper tier local authority","2020-03-11",2,5
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-11",1,4
"Surrey","E10000030","Upper tier local authority","2020-03-11",5,21
"Tameside","E08000008","Upper tier local authority","2020-03-11",1,3
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-11",5,6
"Thurrock","E06000034","Upper tier local authority","2020-03-11",1,2
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-11",1,11
"Wakefield","E08000036","Upper tier local authority","2020-03-11",1,1
"Walsall","E08000030","Upper tier local authority","2020-03-11",5,7
"Waltham Forest","E09000031","Upper tier local authority","2020-03-11",2,5
"Wandsworth","E09000032","Upper tier local authority","2020-03-11",10,26
"Warwickshire","E10000031","Upper tier local authority","2020-03-11",2,13
"West Sussex","E10000032","Upper tier local authority","2020-03-11",2,7
"Westminster","E09000033","Upper tier local authority","2020-03-11",14,38
"Wiltshire","E06000054","Upper tier local authority","2020-03-11",3,8
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-11",3,7
"Wirral","E08000015","Upper tier local authority","2020-03-11",1,4
"Wokingham","E06000041","Upper tier local authority","2020-03-11",3,8
"Wolverhampton","E08000031","Upper tier local authority","2020-03-11",5,13
"Worcestershire","E10000034","Upper tier local authority","2020-03-11",4,10
"England","E92000001","Country","2020-03-10",224,785
"West Midlands","E12000005","Region","2020-03-10",19,56
"East of England","E12000006","Region","2020-03-10",14,47
"North West","E12000002","Region","2020-03-10",15,69
"East Midlands","E12000004","Region","2020-03-10",12,54
"South West","E12000009","Region","2020-03-10",10,64
"London","E12000007","Region","2020-03-10",92,277
"Yorkshire and The Humber","E12000003","Region","2020-03-10",18,53
"North East","E12000001","Region","2020-03-10",4,14
"South East","E12000008","Region","2020-03-10",34,123
"Barnet","E09000003","Upper tier local authority","2020-03-10",3,15
"Bexley","E09000004","Upper tier local authority","2020-03-10",2,4
"Birmingham","E08000025","Upper tier local authority","2020-03-10",4,9
"Blackpool","E06000009","Upper tier local authority","2020-03-10",1,1
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-10",2,5
"Bradford","E08000032","Upper tier local authority","2020-03-10",2,3
"Brent","E09000005","Upper tier local authority","2020-03-10",4,10
"Brighton and Hove","E06000043","Upper tier local authority","2020-03-10",2,6
"Bristol, City of","E06000023","Upper tier local authority","2020-03-10",1,4
"Bromley","E09000006","Upper tier local authority","2020-03-10",2,5
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-10",7,14
"Calderdale","E08000033","Upper tier local authority","2020-03-10",1,1
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-10",3,5
"Camden","E09000007","Upper tier local authority","2020-03-10",2,10
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-10",2,2
"Cheshire East","E06000049","Upper tier local authority","2020-03-10",1,1
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-10",2,3
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-10",1,7
"Derby","E06000015","Upper tier local authority","2020-03-10",2,3
"Derbyshire","E10000007","Upper tier local authority","2020-03-10",2,13
"Devon","E10000008","Upper tier local authority","2020-03-10",1,21
"Doncaster","E08000017","Upper tier local authority","2020-03-10",2,2
"Dorset","E06000059","Upper tier local authority","2020-03-10",1,1
"Dudley","E08000027","Upper tier local authority","2020-03-10",1,4
"Ealing","E09000009","Upper tier local authority","2020-03-10",6,14
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-10",2,2
"Enfield","E09000010","Upper tier local authority","2020-03-10",5,8
"Essex","E10000012","Upper tier local authority","2020-03-10",2,8
"Greenwich","E09000011","Upper tier local authority","2020-03-10",3,4
"Hackney","E09000012","Upper tier local authority","2020-03-10",1,6
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-10",3,9
"Hampshire","E10000014","Upper tier local authority","2020-03-10",2,19
"Haringey","E09000014","Upper tier local authority","2020-03-10",3,6
"Harrow","E09000015","Upper tier local authority","2020-03-10",1,7
"Hertfordshire","E10000015","Upper tier local authority","2020-03-10",5,25
"Hillingdon","E09000017","Upper tier local authority","2020-03-10",2,8
"Hounslow","E09000018","Upper tier local authority","2020-03-10",2,6
"Isle of Wight","E06000046","Upper tier local authority","2020-03-10",1,2
"Islington","E09000019","Upper tier local authority","2020-03-10",2,4
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-10",10,33
"Kent","E10000016","Upper tier local authority","2020-03-10",4,13
"Kirklees","E08000034","Upper tier local authority","2020-03-10",1,2
"Lambeth","E09000022","Upper tier local authority","2020-03-10",8,15
"Lewisham","E09000023","Upper tier local authority","2020-03-10",1,4
"Lincolnshire","E10000019","Upper tier local authority","2020-03-10",4,7
"Liverpool","E08000012","Upper tier local authority","2020-03-10",1,6
"Manchester","E08000003","Upper tier local authority","2020-03-10",1,7
"Merton","E09000024","Upper tier local authority","2020-03-10",6,10
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-10",1,5
"Newham","E09000025","Upper tier local authority","2020-03-10",1,2
"Norfolk","E10000020","Upper tier local authority","2020-03-10",1,1
"North Yorkshire","E10000023","Upper tier local authority","2020-03-10",2,5
"Nottingham","E06000018","Upper tier local authority","2020-03-10",3,7
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-10",1,9
"Oldham","E08000004","Upper tier local authority","2020-03-10",2,6
"Oxfordshire","E10000025","Upper tier local authority","2020-03-10",6,18
"Plymouth","E06000026","Upper tier local authority","2020-03-10",1,1
"Reading","E06000038","Upper tier local authority","2020-03-10",1,2
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-10",1,1
"Rochdale","E08000005","Upper tier local authority","2020-03-10",1,2
"Rotherham","E08000018","Upper tier local authority","2020-03-10",1,4
"Salford","E08000006","Upper tier local authority","2020-03-10",1,1
"Sheffield","E08000019","Upper tier local authority","2020-03-10",6,18
"Shropshire","E06000051","Upper tier local authority","2020-03-10",2,5
"Somerset","E10000027","Upper tier local authority","2020-03-10",2,3
"Southampton","E06000045","Upper tier local authority","2020-03-10",2,3
"Southwark","E09000028","Upper tier local authority","2020-03-10",6,24
"Staffordshire","E10000028","Upper tier local authority","2020-03-10",1,6
"Stockport","E08000007","Upper tier local authority","2020-03-10",1,3
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-10",2,3
"Surrey","E10000030","Upper tier local authority","2020-03-10",5,16
"Sutton","E09000029","Upper tier local authority","2020-03-10",2,6
"Tameside","E08000008","Upper tier local authority","2020-03-10",1,2
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-10",1,1
"Thurrock","E06000034","Upper tier local authority","2020-03-10",1,1
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-10",2,10
"Trafford","E08000009","Upper tier local authority","2020-03-10",3,7
"Walsall","E08000030","Upper tier local authority","2020-03-10",1,2
"Wandsworth","E09000032","Upper tier local authority","2020-03-10",9,16
"Warwickshire","E10000031","Upper tier local authority","2020-03-10",3,11
"Westminster","E09000033","Upper tier local authority","2020-03-10",6,24
"Wiltshire","E06000054","Upper tier local authority","2020-03-10",1,5
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-10",2,4
"Wokingham","E06000041","Upper tier local authority","2020-03-10",2,5
"Wolverhampton","E08000031","Upper tier local authority","2020-03-10",3,8
"Worcestershire","E10000034","Upper tier local authority","2020-03-10",3,6
"York","E06000014","Upper tier local authority","2020-03-10",1,3
"England","E92000001","Country","2020-03-09",125,561
"West Midlands","E12000005","Region","2020-03-09",8,37
"East of England","E12000006","Region","2020-03-09",4,33
"North West","E12000002","Region","2020-03-09",7,54
"East Midlands","E12000004","Region","2020-03-09",10,42
"South West","E12000009","Region","2020-03-09",5,54
"London","E12000007","Region","2020-03-09",54,185
"Yorkshire and The Humber","E12000003","Region","2020-03-09",7,35
"North East","E12000001","Region","2020-03-09",3,10
"South East","E12000008","Region","2020-03-09",24,89
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-09",1,3
"Barnet","E09000003","Upper tier local authority","2020-03-09",3,12
"Bexley","E09000004","Upper tier local authority","2020-03-09",2,2
"Birmingham","E08000025","Upper tier local authority","2020-03-09",1,5
"Bracknell Forest","E06000036","Upper tier local authority","2020-03-09",2,3
